!Series_title	"Transcriptomic analysis of human lens and age-related cataract"
!Series_geo_accession	"GSE213546"
!Series_status	"Public on Feb 23 2023"
!Series_submission_date	"Sep 16 2022"
!Series_last_update_date	"Feb 24 2023"
!Series_summary	"As an ageing population trend, age-related cataracts (ARC) continue to be the primary cause of reversible severe vision impairment and blindness worldwide, with an increasing incidence. The primary disease mechanism of ARC formation is metabolic abnormalities and oxidative stress mainly caused by increasing age. Additionally, ultraviolet B exposure, systematic disease factors (diabetes and hypertension), and lifestyle factors (smoking, drinking, and malnutrition) are the risk factors for ARC formation. Although surgical removal of the onset lens and replacement of the intraocular lens is currently the only effective treatment method with a high success rate and a high-cost fee, cataracts have so far lacked effective therapeutic drugs leading to a heavy burden on the patient's family and society. Therefore, we performed transcriptomic analysis of human lens and ARC to investigate the possible pathogenesis of lens opacification in ageing people."
!Series_overall_design	"Total RNA obtained from the anterior lens capsules"
!Series_type	"Expression profiling by array"
!Series_contributor	"Yingying,,Hong"
!Series_contributor	"Yinghong,,Ji"
!Series_sample_id	"GSM6588927 GSM6588928 GSM6588929 GSM6588930 GSM6588931 GSM6588932 "
!Series_contact_name	"Yingying,,Hong"
!Series_contact_email	"20211260009@fudan.edu.cn"
!Series_contact_department	"Ophthalmology"
!Series_contact_institute	"Eye and ENT hospital (Fudan university)"
!Series_contact_address	"No.83 Fenyang Road"
!Series_contact_city	"Shanghai"
!Series_contact_zip/postal_code	"200031"
!Series_contact_country	"China"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213546/suppl/GSE213546_RAW.tar"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213546/suppl/GSE213546_TableControl_6s_non-normalized_bg.txt.gz"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213546/suppl/GSE213546_normalized_data.txt.gz"
!Series_platform_id	"GPL10558"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA881318"

!Sample_title	"Human lens-rep1 [capx_2]"	"Human lens-rep2 [capx_3]"	"Human lens-rep3 [capx_m]"	"age related cataract-rep1 [7]"	"age related cataract-rep2 [8]"	"age related cataract-rep3 [M(5,6,9)]"
!Sample_geo_accession	"GSM6588927"	"GSM6588928"	"GSM6588929"	"GSM6588930"	"GSM6588931"	"GSM6588932"
!Sample_status	"Public on Feb 23 2023"	"Public on Feb 23 2023"	"Public on Feb 23 2023"	"Public on Feb 23 2023"	"Public on Feb 23 2023"	"Public on Feb 23 2023"
!Sample_submission_date	"Sep 16 2022"	"Sep 16 2022"	"Sep 16 2022"	"Sep 16 2022"	"Sep 16 2022"	"Sep 16 2022"
!Sample_last_update_date	"Feb 23 2023"	"Feb 23 2023"	"Feb 23 2023"	"Feb 23 2023"	"Feb 23 2023"	"Feb 23 2023"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"anterior lens capsules"	"anterior lens capsules"	"anterior lens capsules"	"anterior lens capsules"	"anterior lens capsules"	"anterior lens capsules"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"tissue: Human lens"	"tissue: Human lens"	"tissue: Human lens"	"tissue: age related cataract"	"tissue: age related cataract"	"tissue: age related cataract"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"RNA was extracted with Trizol reagent, followed by clean-up and DNase I treatment with Illumina TotalPrep RAN amplicaiton kit in accordance with the prescribed protocol provided with the kit."	"RNA was extracted with Trizol reagent, followed by clean-up and DNase I treatment with Illumina TotalPrep RAN amplicaiton kit in accordance with the prescribed protocol provided with the kit."	"RNA was extracted with Trizol reagent, followed by clean-up and DNase I treatment with Illumina TotalPrep RAN amplicaiton kit in accordance with the prescribed protocol provided with the kit."	"RNA was extracted with Trizol reagent, followed by clean-up and DNase I treatment with Illumina TotalPrep RAN amplicaiton kit in accordance with the prescribed protocol provided with the kit."	"RNA was extracted with Trizol reagent, followed by clean-up and DNase I treatment with Illumina TotalPrep RAN amplicaiton kit in accordance with the prescribed protocol provided with the kit."	"RNA was extracted with Trizol reagent, followed by clean-up and DNase I treatment with Illumina TotalPrep RAN amplicaiton kit in accordance with the prescribed protocol provided with the kit."
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Biotinylated cRNA were prepared with the Illumina TotalPrep RAN amplicaiton kit for Illumina arrays"	"Biotinylated cRNA were prepared with the Illumina TotalPrep RAN amplicaiton kit for Illumina arrays"	"Biotinylated cRNA were prepared with the Illumina TotalPrep RAN amplicaiton kit for Illumina arrays"	"Biotinylated cRNA were prepared with the Illumina TotalPrep RAN amplicaiton kit for Illumina arrays"	"Biotinylated cRNA were prepared with the Illumina TotalPrep RAN amplicaiton kit for Illumina arrays"	"Biotinylated cRNA were prepared with the Illumina TotalPrep RAN amplicaiton kit for Illumina arrays"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"Standard Illumina hybridization protocol"	"Standard Illumina hybridization protocol"	"Standard Illumina hybridization protocol"	"Standard Illumina hybridization protocol"	"Standard Illumina hybridization protocol"	"Standard Illumina hybridization protocol"
!Sample_scan_protocol	"Standard Illumina scanning protocol"	"Standard Illumina scanning protocol"	"Standard Illumina scanning protocol"	"Standard Illumina scanning protocol"	"Standard Illumina scanning protocol"	"Standard Illumina scanning protocol"
!Sample_description	"replicate 1"	"replicate 2"	"replicate 3"	"replicate 1"	"replicate 2"	"replicate 3"
!Sample_data_processing	"The data were normalised using quantile normalisation with GenomeStudio Gene Expression Module v1.0"	"The data were normalised using quantile normalisation with GenomeStudio Gene Expression Module v1.0"	"The data were normalised using quantile normalisation with GenomeStudio Gene Expression Module v1.0"	"The data were normalised using quantile normalisation with GenomeStudio Gene Expression Module v1.0"	"The data were normalised using quantile normalisation with GenomeStudio Gene Expression Module v1.0"	"The data were normalised using quantile normalisation with GenomeStudio Gene Expression Module v1.0"
!Sample_platform_id	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"	"GPL10558"
!Sample_contact_name	"Yingying,,Hong"	"Yingying,,Hong"	"Yingying,,Hong"	"Yingying,,Hong"	"Yingying,,Hong"	"Yingying,,Hong"
!Sample_contact_email	"20211260009@fudan.edu.cn"	"20211260009@fudan.edu.cn"	"20211260009@fudan.edu.cn"	"20211260009@fudan.edu.cn"	"20211260009@fudan.edu.cn"	"20211260009@fudan.edu.cn"
!Sample_contact_department	"Ophthalmology"	"Ophthalmology"	"Ophthalmology"	"Ophthalmology"	"Ophthalmology"	"Ophthalmology"
!Sample_contact_institute	"Eye and ENT hospital (Fudan university)"	"Eye and ENT hospital (Fudan university)"	"Eye and ENT hospital (Fudan university)"	"Eye and ENT hospital (Fudan university)"	"Eye and ENT hospital (Fudan university)"	"Eye and ENT hospital (Fudan university)"
!Sample_contact_address	"No.83 Fenyang Road"	"No.83 Fenyang Road"	"No.83 Fenyang Road"	"No.83 Fenyang Road"	"No.83 Fenyang Road"	"No.83 Fenyang Road"
!Sample_contact_city	"Shanghai"	"Shanghai"	"Shanghai"	"Shanghai"	"Shanghai"	"Shanghai"
!Sample_contact_zip/postal_code	"200031"	"200031"	"200031"	"200031"	"200031"	"200031"
!Sample_contact_country	"China"	"China"	"China"	"China"	"China"	"China"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"47229"	"47229"	"47229"	"47229"	"47229"	"47229"
!series_matrix_table_begin
"ID_REF"	"GSM6588927"	"GSM6588928"	"GSM6588929"	"GSM6588930"	"GSM6588931"	"GSM6588932"
"ILMN_1343291"	13.119141	13.466384	13.386885	13.466384	13.466384	13.466384
"ILMN_1343295"	11.361527	11.361527	10.928117	11.124675	11.138766	11.511783
"ILMN_1651199"	0.11953675	0	0.001838514	0.027999101	0.012076396	2.544758
"ILMN_1651209"	2.6989806	2.2281914	1.2614263	0.027999101	0.8795177	0.021410521
"ILMN_1651210"	0.11953675	0	2.6314213	2.2586272	2.8926601	2.4819245
"ILMN_1651221"	2.49768	2.7479286	1.8348749	1.7477198	2.6617377	3.684426
"ILMN_1651228"	9.485133	9.32864	9.755817	9.730182	9.65657	9.677266
"ILMN_1651229"	5.3797126	5.7639265	5.592989	6.327587	5.779196	5.9003005
"ILMN_1651230"	3.2812827	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651232"	1.7955353	2.595041	2.9238439	2.7267392	2.3677073	2.4975388
"ILMN_1651235"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651236"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651237"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651238"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651249"	0.11953675	0	0.001838514	0.027999101	3.3050976	0.021410521
"ILMN_1651253"	2.3171623	0	0.001838514	0.027999101	1.8386226	0.021410521
"ILMN_1651254"	8.450047	8.628463	9.298079	9.855586	9.463892	8.247235
"ILMN_1651259"	4.614704	3.4993336	3.0928774	3.5798416	2.9980397	3.3304093
"ILMN_1651260"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651262"	8.661292	9.0948515	9.092518	9.585669	9.35902	9.497693
"ILMN_1651268"	0.11953675	0.27278605	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651278"	6.3975587	5.924493	5.3532586	4.977419	5.0890174	6.0023575
"ILMN_1651279"	4.121066	3.8092775	2.4659014	3.9135876	3.0216594	3.942522
"ILMN_1651281"	0.11953675	0.41382757	0.001838514	2.6701546	3.1249604	0.021410521
"ILMN_1651282"	1.736579	2.0632792	2.9356503	0.78496546	2.1114202	1.2237533
"ILMN_1651285"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651286"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651288"	0.11953675	0.13072222	2.090685	2.0516152	2.003855	1.1979039
"ILMN_1651292"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651296"	6.256398	5.8485126	5.75014	5.9982576	5.599645	6.3026466
"ILMN_1651303"	0.11953675	2.4694262	2.0438876	1.2170922	0.012076396	0.021410521
"ILMN_1651309"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651310"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651315"	8.627754	8.067544	7.8231997	7.5417795	8.02877	8.351956
"ILMN_1651316"	2.9618826	0	0.16361178	0.027999101	0.012076396	1.548261
"ILMN_1651325"	1.573176	0	0.104080044	1.3491509	0.012076396	0.021410521
"ILMN_1651328"	6.138471	5.715352	4.225951	3.9798067	4.240779	6.254959
"ILMN_1651329"	2.4599555	0.14952147	2.5947945	1.3507279	2.5856698	0.021410521
"ILMN_1651330"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651336"	3.0754085	4.76536	4.1493797	4.452161	3.8541958	4.846841
"ILMN_1651339"	0.11953675	1.7206922	2.1643221	0.027999101	0.012076396	0.021410521
"ILMN_1651341"	0.11953675	3.493864	3.4251068	2.1702583	3.687428	3.2031336
"ILMN_1651343"	5.0837364	0	2.2689695	1.9523705	0.568798	1.1568238
"ILMN_1651346"	5.670175	5.4825783	4.9901886	5.556667	4.7882056	5.4288445
"ILMN_1651347"	9.490266	9.786092	8.436478	8.311781	8.43021	9.415325
"ILMN_1651351"	0.11953675	0	0.001838514	0.027999101	0.68294185	0.021410521
"ILMN_1651354"	3.7498298	3.3139691	5.491414	6.328107	5.4784303	2.3770678
"ILMN_1651358"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651364"	5.236661	5.9636555	6.164056	3.9022927	5.4143186	5.7261343
"ILMN_1651365"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651369"	0.11953675	0	1.8911456	1.9271727	0.31720614	2.3323777
"ILMN_1651370"	0.11953675	0.049957346	2.2632027	1.3729911	2.2812371	0.021410521
"ILMN_1651373"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651378"	6.114698	6.371365	6.4248633	6.311228	6.242033	6.386942
"ILMN_1651380"	1.7540889	1.1878049	2.7095847	2.1970623	2.703165	0.021410521
"ILMN_1651385"	6.37071	7.055292	6.7422023	6.7012215	6.964799	7.4582195
"ILMN_1651388"	1.5724764	3.0276039	0.9997381	0.027999101	1.7626022	3.0675104
"ILMN_1651395"	2.3744695	0	3.1143818	1.9640805	0.012076396	3.451839
"ILMN_1651396"	4.371421	0.81890315	1.9962898	3.8468919	2.0100782	3.603687
"ILMN_1651403"	0.11953675	2.6398835	2.2358015	0.84967214	1.7118049	0.021410521
"ILMN_1651404"	3.654417	0	2.257049	2.2331848	2.1052706	0.8591168
"ILMN_1651405"	7.8326745	7.729184	7.423612	7.164876	7.3607917	7.9597845
"ILMN_1651408"	0.11953675	0	1.9741644	0.027999101	0.012076396	0.021410521
"ILMN_1651415"	0.11953675	1.2224549	0.97300714	3.7175813	2.1970623	1.6778172
"ILMN_1651428"	0.11953675	0	0.3896028	0.027999101	0.012076396	0.021410521
"ILMN_1651429"	8.543902	8.537971	8.587563	7.965786	8.580316	8.789512
"ILMN_1651430"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651433"	4.3533335	3.9761715	4.0841055	5.146557	4.929625	5.5445557
"ILMN_1651435"	0.11953675	0	1.3021835	1.5132803	1.376545	1.0580711
"ILMN_1651437"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651438"	6.8933682	5.7017746	6.0964885	4.760949	5.725345	6.3814254
"ILMN_1651447"	2.4205005	2.2673228	0.36133194	0.027999101	3.1639285	0.021410521
"ILMN_1651453"	5.560244	0	1.1647238	3.2314043	2.1227398	2.4581635
"ILMN_1651456"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651457"	3.2483823	0	2.1537068	2.9658678	0.012076396	0.021410521
"ILMN_1651464"	3.8572361	1.9218061	3.144603	3.6290693	4.102203	1.8373337
"ILMN_1651466"	1.7171934	0.10753996	0.001838514	0.8378211	2.7316947	1.895191
"ILMN_1651470"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651477"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651486"	6.0229163	4.408299	4.1676908	4.745466	4.676435	4.921734
"ILMN_1651488"	4.095664	3.1822743	3.104002	0.027999101	2.0621803	3.7017975
"ILMN_1651490"	1.246364	3.5705447	2.777702	0.027999101	3.9434931	3.12344
"ILMN_1651492"	3.1601772	0.3999501	2.7199986	3.5034401	3.436954	0.38952774
"ILMN_1651495"	3.7781687	0.6399581	0.001838514	0.8077453	0.012076396	0.021410521
"ILMN_1651496"	0.11953675	4.631931	3.0210078	5.8588314	4.3966136	4.069703
"ILMN_1651498"	6.455663	5.337429	7.94612	5.7701364	7.147588	5.614422
"ILMN_1651499"	4.874713	5.097815	5.7357297	5.258364	5.156417	5.1591883
"ILMN_1651501"	0.11953675	2.2101603	0.14079389	0.7734201	0.012076396	0.021410521
"ILMN_1651504"	5.3035436	5.9310136	5.280807	6.214485	5.759449	6.058803
"ILMN_1651506"	3.5055127	0.99867725	3.1846008	0.027999101	1.5816634	1.4891334
"ILMN_1651507"	1.4674269	4.204552	3.5482743	2.8653686	2.7766662	2.8949716
"ILMN_1651508"	2.5395412	0	0.001838514	3.1257024	0.012076396	3.1635222
"ILMN_1651513"	6.4594083	6.111189	6.092957	6.7881165	6.398131	6.1899395
"ILMN_1651520"	1.9826989	1.7389107	1.1828412	3.179285	2.8556194	4.0855618
"ILMN_1651532"	0.11953675	2.062857	0.001838514	0.027999101	2.2074864	0.021410521
"ILMN_1651535"	2.7426872	2.3094625	0.39161888	2.8597155	2.7209926	1.1167558
"ILMN_1651536"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651538"	2.4688954	2.5914164	0.001838514	1.2546464	0.26881105	1.1622022
"ILMN_1651543"	2.2468138	0	1.9964758	0.027999101	0.012076396	3.5902376
"ILMN_1651544"	1.6149216	2.8135104	2.9510915	2.5479417	0.012076396	2.592072
"ILMN_1651547"	5.6424336	6.3482876	4.809279	5.0397825	4.961309	6.277986
"ILMN_1651554"	1.2492477	0.20923318	3.0349665	2.192744	2.7686708	0.021410521
"ILMN_1651557"	5.988717	7.0306244	7.40735	6.91308	6.899763	7.138316
"ILMN_1651563"	0.11953675	0	0.001838514	0.027999101	0.012076396	0.021410521
"ILMN_1651565"	2.7027252	2.0916812	2.0933347	3.2415042	0.29734394	1.6063797
"ILMN_1651567"	0.11953675	0.16779555	0.001838514	1.8009433	3.4748456	1.1369742
"ILMN_1651568"	2.2479234	0	0.8915397	0.027999101	0.012076396	1.993584
"ILMN_1651569"	2.8618355	2.9129052	2.533101	3.3011053	3.333235	4.0009537
"ILMN_1651574"	0.11953675	0	0.001838514	0.027999101	1.9483413	2.540858
"ILMN_1651576"	3.0516763	0	1.6550657	3.3623507	0.012076396	0.021410521
